"","Age","Risk.factor","Sex","variable","value"
"465",0,"AlcoholAbuse","Male","HeartDiseases",1
"466",15,"AlcoholAbuse","Male","HeartDiseases",1
"467",20,"AlcoholAbuse","Male","HeartDiseases",1
"468",25,"AlcoholAbuse","Male","HeartDiseases",1
"469",30,"AlcoholAbuse","Male","HeartDiseases",1
"470",35,"AlcoholAbuse","Male","HeartDiseases",1
"471",40,"AlcoholAbuse","Male","HeartDiseases",1
"472",45,"AlcoholAbuse","Male","HeartDiseases",1
"473",50,"AlcoholAbuse","Male","HeartDiseases",1
"474",55,"AlcoholAbuse","Male","HeartDiseases",1
"475",60,"AlcoholAbuse","Male","HeartDiseases",1
"476",65,"AlcoholAbuse","Male","HeartDiseases",1
"477",70,"AlcoholAbuse","Male","HeartDiseases",1
"478",75,"AlcoholAbuse","Male","HeartDiseases",1
"479",80,"AlcoholAbuse","Male","HeartDiseases",1
"480",85,"AlcoholAbuse","Male","HeartDiseases",1
"481",0,"AlcoholAbuse","Male","Hypertension",1.75
"482",15,"AlcoholAbuse","Male","Hypertension",1.75
"483",20,"AlcoholAbuse","Male","Hypertension",1.75
"484",25,"AlcoholAbuse","Male","Hypertension",1.75
"485",30,"AlcoholAbuse","Male","Hypertension",1.75
"486",35,"AlcoholAbuse","Male","Hypertension",1.75
"487",40,"AlcoholAbuse","Male","Hypertension",1.75
"488",45,"AlcoholAbuse","Male","Hypertension",1.75
"489",50,"AlcoholAbuse","Male","Hypertension",1.75
"490",55,"AlcoholAbuse","Male","Hypertension",1.75
"491",60,"AlcoholAbuse","Male","Hypertension",1.75
"492",65,"AlcoholAbuse","Male","Hypertension",1.75
"493",70,"AlcoholAbuse","Male","Hypertension",1.75
"494",75,"AlcoholAbuse","Male","Hypertension",1.75
"495",80,"AlcoholAbuse","Male","Hypertension",1.75
"496",85,"AlcoholAbuse","Male","Hypertension",1.75
"497",0,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"498",15,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"499",20,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"500",25,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"501",30,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"502",35,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"503",40,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"504",45,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"505",50,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"506",55,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"507",60,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"508",65,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"509",70,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"510",75,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"511",80,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"512",85,"AlcoholAbuse","Male","InfluenzaPneumonia",1
"513",0,"AlcoholAbuse","Male","LungCancer",1.21
"514",15,"AlcoholAbuse","Male","LungCancer",1.21
"515",20,"AlcoholAbuse","Male","LungCancer",1.21
"516",25,"AlcoholAbuse","Male","LungCancer",1.21
"517",30,"AlcoholAbuse","Male","LungCancer",1.21
"518",35,"AlcoholAbuse","Male","LungCancer",1.21
"519",40,"AlcoholAbuse","Male","LungCancer",1.21
"520",45,"AlcoholAbuse","Male","LungCancer",1.21
"521",50,"AlcoholAbuse","Male","LungCancer",1.21
"522",55,"AlcoholAbuse","Male","LungCancer",1.21
"523",60,"AlcoholAbuse","Male","LungCancer",1.21
"524",65,"AlcoholAbuse","Male","LungCancer",1.21
"525",70,"AlcoholAbuse","Male","LungCancer",1.21
"526",75,"AlcoholAbuse","Male","LungCancer",1.21
"527",80,"AlcoholAbuse","Male","LungCancer",1.21
"528",85,"AlcoholAbuse","Male","LungCancer",1.21
"529",0,"AlcoholAbuse","Male","MaternalMortality",1
"530",15,"AlcoholAbuse","Male","MaternalMortality",1
"531",20,"AlcoholAbuse","Male","MaternalMortality",1
"532",25,"AlcoholAbuse","Male","MaternalMortality",1
"533",30,"AlcoholAbuse","Male","MaternalMortality",1
"534",35,"AlcoholAbuse","Male","MaternalMortality",1
"535",40,"AlcoholAbuse","Male","MaternalMortality",1
"536",45,"AlcoholAbuse","Male","MaternalMortality",1
"537",50,"AlcoholAbuse","Male","MaternalMortality",1
"538",55,"AlcoholAbuse","Male","MaternalMortality",1
"539",60,"AlcoholAbuse","Male","MaternalMortality",1
"540",65,"AlcoholAbuse","Male","MaternalMortality",1
"541",70,"AlcoholAbuse","Male","MaternalMortality",1
"542",75,"AlcoholAbuse","Male","MaternalMortality",1
"543",80,"AlcoholAbuse","Male","MaternalMortality",1
"544",85,"AlcoholAbuse","Male","MaternalMortality",1
"545",0,"AlcoholAbuse","Male","OtherCancer",1.24085
"546",15,"AlcoholAbuse","Male","OtherCancer",1.24085
"547",20,"AlcoholAbuse","Male","OtherCancer",1.24085
"548",25,"AlcoholAbuse","Male","OtherCancer",1.24085
"549",30,"AlcoholAbuse","Male","OtherCancer",1.24085
"550",35,"AlcoholAbuse","Male","OtherCancer",1.24085
"551",40,"AlcoholAbuse","Male","OtherCancer",1.24085
"552",45,"AlcoholAbuse","Male","OtherCancer",1.24085
"553",50,"AlcoholAbuse","Male","OtherCancer",1.24085
"554",55,"AlcoholAbuse","Male","OtherCancer",1.24085
"555",60,"AlcoholAbuse","Male","OtherCancer",1.24085
"556",65,"AlcoholAbuse","Male","OtherCancer",1.24085
"557",70,"AlcoholAbuse","Male","OtherCancer",1.24085
"558",75,"AlcoholAbuse","Male","OtherCancer",1.24085
"559",80,"AlcoholAbuse","Male","OtherCancer",1.24085
"560",85,"AlcoholAbuse","Male","OtherCancer",1.24085
"561",0,"AlcoholAbuse","Male","Overdose",1
"562",15,"AlcoholAbuse","Male","Overdose",1
"563",20,"AlcoholAbuse","Male","Overdose",1
"564",25,"AlcoholAbuse","Male","Overdose",1
"565",30,"AlcoholAbuse","Male","Overdose",1
"566",35,"AlcoholAbuse","Male","Overdose",1
"567",40,"AlcoholAbuse","Male","Overdose",1
"568",45,"AlcoholAbuse","Male","Overdose",1
"569",50,"AlcoholAbuse","Male","Overdose",1
"570",55,"AlcoholAbuse","Male","Overdose",1
"571",60,"AlcoholAbuse","Male","Overdose",1
"572",65,"AlcoholAbuse","Male","Overdose",1
"573",70,"AlcoholAbuse","Male","Overdose",1
"574",75,"AlcoholAbuse","Male","Overdose",1
"575",80,"AlcoholAbuse","Male","Overdose",1
"576",85,"AlcoholAbuse","Male","Overdose",1
"577",0,"AlcoholAbuse","Male","Parkinsons",1
"578",15,"AlcoholAbuse","Male","Parkinsons",1
"579",20,"AlcoholAbuse","Male","Parkinsons",1
"580",25,"AlcoholAbuse","Male","Parkinsons",1
"581",30,"AlcoholAbuse","Male","Parkinsons",1
"582",35,"AlcoholAbuse","Male","Parkinsons",1
"583",40,"AlcoholAbuse","Male","Parkinsons",1
"584",45,"AlcoholAbuse","Male","Parkinsons",1
"585",50,"AlcoholAbuse","Male","Parkinsons",1
"586",55,"AlcoholAbuse","Male","Parkinsons",1
"587",60,"AlcoholAbuse","Male","Parkinsons",1
"588",65,"AlcoholAbuse","Male","Parkinsons",1
"589",70,"AlcoholAbuse","Male","Parkinsons",1
"590",75,"AlcoholAbuse","Male","Parkinsons",1
"591",80,"AlcoholAbuse","Male","Parkinsons",1
"592",85,"AlcoholAbuse","Male","Parkinsons",1
"593",0,"AlcoholAbuse","Male","ProstateCancer",1.85
"594",15,"AlcoholAbuse","Male","ProstateCancer",1.85
"595",20,"AlcoholAbuse","Male","ProstateCancer",1.85
"596",25,"AlcoholAbuse","Male","ProstateCancer",1.85
"597",30,"AlcoholAbuse","Male","ProstateCancer",1.85
"598",35,"AlcoholAbuse","Male","ProstateCancer",1.85
"599",40,"AlcoholAbuse","Male","ProstateCancer",1.85
"600",45,"AlcoholAbuse","Male","ProstateCancer",1.85
"601",50,"AlcoholAbuse","Male","ProstateCancer",1.85
"602",55,"AlcoholAbuse","Male","ProstateCancer",1.85
"603",60,"AlcoholAbuse","Male","ProstateCancer",1.85
"604",65,"AlcoholAbuse","Male","ProstateCancer",1.85
"605",70,"AlcoholAbuse","Male","ProstateCancer",1.85
"606",75,"AlcoholAbuse","Male","ProstateCancer",1.85
"607",80,"AlcoholAbuse","Male","ProstateCancer",1.85
"608",85,"AlcoholAbuse","Male","ProstateCancer",1.85
"609",0,"AlcoholAbuse","Male","Suicide",2.56
"610",15,"AlcoholAbuse","Male","Suicide",2.56
"611",20,"AlcoholAbuse","Male","Suicide",2.56
"612",25,"AlcoholAbuse","Male","Suicide",2.56
"613",30,"AlcoholAbuse","Male","Suicide",2.56
"614",35,"AlcoholAbuse","Male","Suicide",2.56
"615",40,"AlcoholAbuse","Male","Suicide",2.56
"616",45,"AlcoholAbuse","Male","Suicide",2.56
"617",50,"AlcoholAbuse","Male","Suicide",2.56
"618",55,"AlcoholAbuse","Male","Suicide",2.56
"619",60,"AlcoholAbuse","Male","Suicide",2.56
"620",65,"AlcoholAbuse","Male","Suicide",2.56
"621",70,"AlcoholAbuse","Male","Suicide",2.56
"622",75,"AlcoholAbuse","Male","Suicide",2.56
"623",80,"AlcoholAbuse","Male","Suicide",2.56
"624",85,"AlcoholAbuse","Male","Suicide",2.56
"625",0,"AlcoholAbuse","Male","Type2Diabetes",1
"626",15,"AlcoholAbuse","Male","Type2Diabetes",1
"627",20,"AlcoholAbuse","Male","Type2Diabetes",1
"628",25,"AlcoholAbuse","Male","Type2Diabetes",1
"629",30,"AlcoholAbuse","Male","Type2Diabetes",1
"630",35,"AlcoholAbuse","Male","Type2Diabetes",1
"631",40,"AlcoholAbuse","Male","Type2Diabetes",1
"632",45,"AlcoholAbuse","Male","Type2Diabetes",1
"633",50,"AlcoholAbuse","Male","Type2Diabetes",1
"634",55,"AlcoholAbuse","Male","Type2Diabetes",1
"635",60,"AlcoholAbuse","Male","Type2Diabetes",1
"636",65,"AlcoholAbuse","Male","Type2Diabetes",1
"637",70,"AlcoholAbuse","Male","Type2Diabetes",1
"638",75,"AlcoholAbuse","Male","Type2Diabetes",1
"639",80,"AlcoholAbuse","Male","Type2Diabetes",1
"640",85,"AlcoholAbuse","Male","Type2Diabetes",1
"641",0,"Anxiety","Female","Accident",1
"642",15,"Anxiety","Female","Accident",1
"643",20,"Anxiety","Female","Accident",1
"644",25,"Anxiety","Female","Accident",1
"645",30,"Anxiety","Female","Accident",1
"646",35,"Anxiety","Female","Accident",1
"647",40,"Anxiety","Female","Accident",1
"648",45,"Anxiety","Female","Accident",1
"649",50,"Anxiety","Female","Accident",1
"650",55,"Anxiety","Female","Accident",1
"651",60,"Anxiety","Female","Accident",1
"652",65,"Anxiety","Female","Accident",1
"653",70,"Anxiety","Female","Accident",1
"654",75,"Anxiety","Female","Accident",1
"655",80,"Anxiety","Female","Accident",1
"656",85,"Anxiety","Female","Accident",1
"657",0,"Anxiety","Female","Alzheimers",1
"658",15,"Anxiety","Female","Alzheimers",1
"659",20,"Anxiety","Female","Alzheimers",1
"660",25,"Anxiety","Female","Alzheimers",1
"661",30,"Anxiety","Female","Alzheimers",1
"662",35,"Anxiety","Female","Alzheimers",1
"663",40,"Anxiety","Female","Alzheimers",1
"664",45,"Anxiety","Female","Alzheimers",1
"665",50,"Anxiety","Female","Alzheimers",1
"666",55,"Anxiety","Female","Alzheimers",1
"667",60,"Anxiety","Female","Alzheimers",1
"668",65,"Anxiety","Female","Alzheimers",1
"669",70,"Anxiety","Female","Alzheimers",1
"670",75,"Anxiety","Female","Alzheimers",1
"671",80,"Anxiety","Female","Alzheimers",1
"672",85,"Anxiety","Female","Alzheimers",1
"673",0,"Anxiety","Female","Assault",1
"674",15,"Anxiety","Female","Assault",1
"675",20,"Anxiety","Female","Assault",1
"676",25,"Anxiety","Female","Assault",1
"677",30,"Anxiety","Female","Assault",1
"678",35,"Anxiety","Female","Assault",1
"679",40,"Anxiety","Female","Assault",1
"680",45,"Anxiety","Female","Assault",1
"681",50,"Anxiety","Female","Assault",1
"682",55,"Anxiety","Female","Assault",1
"683",60,"Anxiety","Female","Assault",1
"684",65,"Anxiety","Female","Assault",1
"685",70,"Anxiety","Female","Assault",1
"686",75,"Anxiety","Female","Assault",1
"687",80,"Anxiety","Female","Assault",1
"688",85,"Anxiety","Female","Assault",1
"689",0,"Anxiety","Female","BreastCancer",1
"690",15,"Anxiety","Female","BreastCancer",1
"691",20,"Anxiety","Female","BreastCancer",1
"692",25,"Anxiety","Female","BreastCancer",1
"693",30,"Anxiety","Female","BreastCancer",1
"694",35,"Anxiety","Female","BreastCancer",1
"695",40,"Anxiety","Female","BreastCancer",1
"696",45,"Anxiety","Female","BreastCancer",1
"697",50,"Anxiety","Female","BreastCancer",1
"698",55,"Anxiety","Female","BreastCancer",1
"699",60,"Anxiety","Female","BreastCancer",1
"700",65,"Anxiety","Female","BreastCancer",1
"701",70,"Anxiety","Female","BreastCancer",1
"702",75,"Anxiety","Female","BreastCancer",1
"703",80,"Anxiety","Female","BreastCancer",1
"704",85,"Anxiety","Female","BreastCancer",1
"705",0,"Anxiety","Female","CerebrovascularDisease",1
"706",15,"Anxiety","Female","CerebrovascularDisease",1
"707",20,"Anxiety","Female","CerebrovascularDisease",1
"708",25,"Anxiety","Female","CerebrovascularDisease",1
"709",30,"Anxiety","Female","CerebrovascularDisease",1
"710",35,"Anxiety","Female","CerebrovascularDisease",1
"711",40,"Anxiety","Female","CerebrovascularDisease",1
"712",45,"Anxiety","Female","CerebrovascularDisease",1
"713",50,"Anxiety","Female","CerebrovascularDisease",1
"714",55,"Anxiety","Female","CerebrovascularDisease",1
"715",60,"Anxiety","Female","CerebrovascularDisease",1
"716",65,"Anxiety","Female","CerebrovascularDisease",1
"717",70,"Anxiety","Female","CerebrovascularDisease",1
"718",75,"Anxiety","Female","CerebrovascularDisease",1
"719",80,"Anxiety","Female","CerebrovascularDisease",1
"720",85,"Anxiety","Female","CerebrovascularDisease",1
"721",0,"Anxiety","Female","CervicalCancer",1
"722",15,"Anxiety","Female","CervicalCancer",1
"723",20,"Anxiety","Female","CervicalCancer",1
"724",25,"Anxiety","Female","CervicalCancer",1
"725",30,"Anxiety","Female","CervicalCancer",1
"726",35,"Anxiety","Female","CervicalCancer",1
"727",40,"Anxiety","Female","CervicalCancer",1
"728",45,"Anxiety","Female","CervicalCancer",1
"729",50,"Anxiety","Female","CervicalCancer",1
"730",55,"Anxiety","Female","CervicalCancer",1
"731",60,"Anxiety","Female","CervicalCancer",1
"732",65,"Anxiety","Female","CervicalCancer",1
"733",70,"Anxiety","Female","CervicalCancer",1
"734",75,"Anxiety","Female","CervicalCancer",1
"735",80,"Anxiety","Female","CervicalCancer",1
"736",85,"Anxiety","Female","CervicalCancer",1
"737",0,"Anxiety","Female","ChronicLiverDisease",1
"738",15,"Anxiety","Female","ChronicLiverDisease",1
"739",20,"Anxiety","Female","ChronicLiverDisease",1
"740",25,"Anxiety","Female","ChronicLiverDisease",1
"741",30,"Anxiety","Female","ChronicLiverDisease",1
"742",35,"Anxiety","Female","ChronicLiverDisease",1
"743",40,"Anxiety","Female","ChronicLiverDisease",1
"744",45,"Anxiety","Female","ChronicLiverDisease",1
"745",50,"Anxiety","Female","ChronicLiverDisease",1
"746",55,"Anxiety","Female","ChronicLiverDisease",1
"747",60,"Anxiety","Female","ChronicLiverDisease",1
"748",65,"Anxiety","Female","ChronicLiverDisease",1
"749",70,"Anxiety","Female","ChronicLiverDisease",1
"750",75,"Anxiety","Female","ChronicLiverDisease",1
"751",80,"Anxiety","Female","ChronicLiverDisease",1
"752",85,"Anxiety","Female","ChronicLiverDisease",1
"753",0,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"754",15,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"755",20,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"756",25,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"757",30,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"758",35,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"759",40,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"760",45,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"761",50,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"762",55,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"763",60,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"764",65,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"765",70,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"766",75,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"767",80,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"768",85,"Anxiety","Female","ChronicLowerRespiratoryDisease",1
"769",0,"Anxiety","Female","ColorectalCancer",1
"770",15,"Anxiety","Female","ColorectalCancer",1
"771",20,"Anxiety","Female","ColorectalCancer",1
"772",25,"Anxiety","Female","ColorectalCancer",1
"773",30,"Anxiety","Female","ColorectalCancer",1
"774",35,"Anxiety","Female","ColorectalCancer",1
"775",40,"Anxiety","Female","ColorectalCancer",1
"776",45,"Anxiety","Female","ColorectalCancer",1
"777",50,"Anxiety","Female","ColorectalCancer",1
"778",55,"Anxiety","Female","ColorectalCancer",1
"779",60,"Anxiety","Female","ColorectalCancer",1
"780",65,"Anxiety","Female","ColorectalCancer",1
"781",70,"Anxiety","Female","ColorectalCancer",1
"782",75,"Anxiety","Female","ColorectalCancer",1
"783",80,"Anxiety","Female","ColorectalCancer",1
"784",85,"Anxiety","Female","ColorectalCancer",1
"785",0,"Anxiety","Female","HeartDiseases",1
"786",15,"Anxiety","Female","HeartDiseases",1
"787",20,"Anxiety","Female","HeartDiseases",1
"788",25,"Anxiety","Female","HeartDiseases",1
"789",30,"Anxiety","Female","HeartDiseases",1
"790",35,"Anxiety","Female","HeartDiseases",1
"791",40,"Anxiety","Female","HeartDiseases",1
"792",45,"Anxiety","Female","HeartDiseases",1
"793",50,"Anxiety","Female","HeartDiseases",1
"794",55,"Anxiety","Female","HeartDiseases",1
"795",60,"Anxiety","Female","HeartDiseases",1
"796",65,"Anxiety","Female","HeartDiseases",1
"797",70,"Anxiety","Female","HeartDiseases",1
"798",75,"Anxiety","Female","HeartDiseases",1
"799",80,"Anxiety","Female","HeartDiseases",1
"800",85,"Anxiety","Female","HeartDiseases",1
"801",0,"Anxiety","Female","Hypertension",1
"802",15,"Anxiety","Female","Hypertension",1
"803",20,"Anxiety","Female","Hypertension",1
"804",25,"Anxiety","Female","Hypertension",1
"805",30,"Anxiety","Female","Hypertension",1
"806",35,"Anxiety","Female","Hypertension",1
"807",40,"Anxiety","Female","Hypertension",1
"808",45,"Anxiety","Female","Hypertension",1
"809",50,"Anxiety","Female","Hypertension",1
"810",55,"Anxiety","Female","Hypertension",1
"811",60,"Anxiety","Female","Hypertension",1
"812",65,"Anxiety","Female","Hypertension",1
"813",70,"Anxiety","Female","Hypertension",1
"814",75,"Anxiety","Female","Hypertension",1
"815",80,"Anxiety","Female","Hypertension",1
"816",85,"Anxiety","Female","Hypertension",1
"817",0,"Anxiety","Female","InfluenzaPneumonia",1
"818",15,"Anxiety","Female","InfluenzaPneumonia",1
"819",20,"Anxiety","Female","InfluenzaPneumonia",1
"820",25,"Anxiety","Female","InfluenzaPneumonia",1
"821",30,"Anxiety","Female","InfluenzaPneumonia",1
"822",35,"Anxiety","Female","InfluenzaPneumonia",1
"823",40,"Anxiety","Female","InfluenzaPneumonia",1
"824",45,"Anxiety","Female","InfluenzaPneumonia",1
"825",50,"Anxiety","Female","InfluenzaPneumonia",1
"826",55,"Anxiety","Female","InfluenzaPneumonia",1
"827",60,"Anxiety","Female","InfluenzaPneumonia",1
"828",65,"Anxiety","Female","InfluenzaPneumonia",1
"829",70,"Anxiety","Female","InfluenzaPneumonia",1
"830",75,"Anxiety","Female","InfluenzaPneumonia",1
"831",80,"Anxiety","Female","InfluenzaPneumonia",1
"832",85,"Anxiety","Female","InfluenzaPneumonia",1
"833",0,"Anxiety","Female","LungCancer",1
"834",15,"Anxiety","Female","LungCancer",1
"835",20,"Anxiety","Female","LungCancer",1
"836",25,"Anxiety","Female","LungCancer",1
"837",30,"Anxiety","Female","LungCancer",1
"838",35,"Anxiety","Female","LungCancer",1
"839",40,"Anxiety","Female","LungCancer",1
"840",45,"Anxiety","Female","LungCancer",1
"841",50,"Anxiety","Female","LungCancer",1
"842",55,"Anxiety","Female","LungCancer",1
"843",60,"Anxiety","Female","LungCancer",1
"844",65,"Anxiety","Female","LungCancer",1
"845",70,"Anxiety","Female","LungCancer",1
"846",75,"Anxiety","Female","LungCancer",1
"847",80,"Anxiety","Female","LungCancer",1
"848",85,"Anxiety","Female","LungCancer",1
"849",0,"Anxiety","Female","MaternalMortality",1
"850",15,"Anxiety","Female","MaternalMortality",1
"851",20,"Anxiety","Female","MaternalMortality",1
"852",25,"Anxiety","Female","MaternalMortality",1
"853",30,"Anxiety","Female","MaternalMortality",1
"854",35,"Anxiety","Female","MaternalMortality",1
"855",40,"Anxiety","Female","MaternalMortality",1
"856",45,"Anxiety","Female","MaternalMortality",1
"857",50,"Anxiety","Female","MaternalMortality",1
"858",55,"Anxiety","Female","MaternalMortality",1
"859",60,"Anxiety","Female","MaternalMortality",1
"860",65,"Anxiety","Female","MaternalMortality",1
"861",70,"Anxiety","Female","MaternalMortality",1
"862",75,"Anxiety","Female","MaternalMortality",1
"863",80,"Anxiety","Female","MaternalMortality",1
"864",85,"Anxiety","Female","MaternalMortality",1
"865",0,"Anxiety","Female","OtherCancer",1
"866",15,"Anxiety","Female","OtherCancer",1
"867",20,"Anxiety","Female","OtherCancer",1
"868",25,"Anxiety","Female","OtherCancer",1
"869",30,"Anxiety","Female","OtherCancer",1
"870",35,"Anxiety","Female","OtherCancer",1
"871",40,"Anxiety","Female","OtherCancer",1
"872",45,"Anxiety","Female","OtherCancer",1
"873",50,"Anxiety","Female","OtherCancer",1
"874",55,"Anxiety","Female","OtherCancer",1
"875",60,"Anxiety","Female","OtherCancer",1
"876",65,"Anxiety","Female","OtherCancer",1
"877",70,"Anxiety","Female","OtherCancer",1
"878",75,"Anxiety","Female","OtherCancer",1
"879",80,"Anxiety","Female","OtherCancer",1
"880",85,"Anxiety","Female","OtherCancer",1
"881",0,"Anxiety","Female","Overdose",1
"882",15,"Anxiety","Female","Overdose",1
"883",20,"Anxiety","Female","Overdose",1
"884",25,"Anxiety","Female","Overdose",1
"885",30,"Anxiety","Female","Overdose",1
"886",35,"Anxiety","Female","Overdose",1
"887",40,"Anxiety","Female","Overdose",1
"888",45,"Anxiety","Female","Overdose",1
"889",50,"Anxiety","Female","Overdose",1
"890",55,"Anxiety","Female","Overdose",1
"891",60,"Anxiety","Female","Overdose",1
